Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
Lexus,NX,2020,Saudi,Blue,Standard,2.0,Gas,Automatic,30000,Jeddah,160000.0,False
Changan,CS35 Plus,2020,Saudi,Silver,Full,1.4,Gas,Automatic,64355,Riyadh,60000.0,False
Hyundai,Azera,2017,Saudi,Other,Standard,3.0,Gas,Automatic,107154,Riyadh,61000.0,False
Hyundai,H1,2018,Saudi,Silver,Standard,2.4,Gas,Automatic,88826,Riyadh,60500.0,False
Mazda,6,2017,Saudi,Red,Standard,2.5,Gas,Automatic,91170,Riyadh,60500.0,False
Lexus,ES,2020,Saudi,Grey,Standard,2.5,Gas,Automatic,30000,Riyadh,142500.0,False
Toyota,Camry,2016,Saudi,Silver,Semi Full,2.5,Gas,Automatic,106000,Jeddah,58000.0,True
Hyundai,Tucson,2013,Saudi,White,Semi Full,2.0,Gas,Automatic,234300,Riyadh,30000.0,True
Cadillac,Escalade,2018,Saudi,Grey,Full,6.2,Gas,Automatic,22200,Riyadh,230000.0,False
Ford,Expedition,2018,Saudi,Golden,Semi Full,5.4,Gas,Automatic,91000,Najran,157000.0,True
Jeep,Wrangler,2019,Saudi,Silver,Full,3.6,Gas,Automatic,24500,Al-Medina,148000.0,True
Ford,Taurus,2017,Saudi,Grey,Standard,6.0,Gas,Automatic,75000,Dammam,65000.0,False
Lexus,ES,2017,Other,White,Semi Full,3.5,Gas,Automatic,96906,Riyadh,116000.0,False
Toyota,Land Cruiser Pickup,2014,Gulf Arabic,Brown,Full,4.0,Gas,Manual,219078,Al-Medina,73000.0,True
Dodge,Charger,2016,Other,Blue,Full,5.7,Gas,Automatic,142000,Riyadh,89000.0,False
Toyota,Land Cruiser,2014,Gulf Arabic,White,Full,4.6,Gas,Automatic,200000,Riyadh,136500.0,True
Mercedes,E,2016,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,73000,Dammam,125000.0,False
Ford,Expedition,2012,Saudi,Silver,Semi Full,5.4,Gas,Automatic,159000,Hail,46000.0,True
Hyundai,Sonata,2018,Saudi,Brown,Standard,2.4,Gas,Automatic,120966,Riyadh,49000.0,False
Kia,Sportage,2019,Saudi,Blue,Standard,1.6,Gas,Automatic,69358,Riyadh,60500.0,False
Kia,Sportage,2019,Saudi,Blue,Standard,1.6,Gas,Automatic,73406,Riyadh,60500.0,False
Geely,X7,2019,Saudi,Golden,Full,2.4,Gas,Automatic,32209,Riyadh,61000.0,False
MG,6,2020,Saudi,White,Full,2.0,Gas,Automatic,29814,Riyadh,61500.0,False
Jeep,Grand Cherokee,2020,Saudi,Blue,Full,3.6,Gas,Automatic,52000,Khobar,162000.0,False
Mazda,6,2018,Saudi,Brown,Standard,2.5,Gas,Automatic,198,Jeddah,55000.0,False
Toyota,Yaris,2016,Saudi,Blue,Semi Full,1.5,Gas,Automatic,130000,Al-Jouf,30000.0,False
Lexus,IS,2016,Gulf Arabic,Grey,Full,3.5,Gas,Automatic,166,Al-Ahsa,90000.0,False
Mercedes,C,2020,Other,White,Full,2.0,Gas,Automatic,24000,Riyadh,267000.0,False
Chevrolet,Cruze,2014,Saudi,Grey,Semi Full,1.8,Gas,Automatic,135020,Riyadh,24000.0,False
Porsche,Cayenne,2017,Gulf Arabic,Black,Full,3.0,Gas,Automatic,93000,Dammam,210000.0,False
Chevrolet,Malibu,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,175000,Dammam,49000.0,False
Renault,Symbol,2020,Saudi,White,Standard,1.6,Gas,Automatic,27000,Jeddah,25000.0,False
Lexus,LX,2017,Gulf Arabic,Bronze,Full,5.7,Gas,Automatic,68000,Dammam,342000.0,False
Toyota,Hilux,2020,Saudi,White,Full,2.7,Gas,Automatic,1040,Riyadh,112750.0,True
Land Rover,Range Rover,2015,Saudi,White,Semi Full,3.0,Gas,Automatic,125000,Riyadh,165000.0,False
Hyundai,Sonata,2018,Saudi,Grey,Semi Full,2.4,Gas,Automatic,66000,Riyadh,78490.0,False
Lexus,ES,2018,Gulf Arabic,White,Full,3.5,Gas,Automatic,64000,Qassim,122750.0,True
Toyota,Avanza,2015,Saudi,White,Standard,2.4,Gas,Automatic,233000,Riyadh,28000.0,False
GMC,Sierra,2014,Saudi,White,Full,6.2,Gas,Automatic,118000,Riyadh,100000.0,False
Nissan,Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,69000,Riyadh,28000.0,False
HAVAL,H2,2021,Saudi,Brown,Full,1.5,Gas,Automatic,2800,Jeddah,57000.0,False
Nissan,Maxima,2017,Saudi,Red,Standard,3.5,Gas,Automatic,158543,Riyadh,61500.0,False
Hyundai,Sonata,2019,Saudi,Black,Standard,2.4,Gas,Automatic,127974,Riyadh,61500.0,False
Hyundai,Tucson,2018,Saudi,Blue,Standard,2.0,Gas,Automatic,143479,Riyadh,61500.0,False
Toyota,Camry,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,101732,Riyadh,61500.0,False
Chevrolet,Tahoe,2016,Saudi,White,Standard,5.3,Gas,Automatic,139000,Riyadh,110000.0,False
Kia,Rio,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,55000,Makkah,36000.0,False
Lexus,LS,2012,Saudi,Grey,Full,1.8,Gas,Automatic,150000,Taef,95000.0,False
Mercedes,S,2015,Gulf Arabic,White,Full,1.8,Gas,Automatic,113,Taef,240000.0,False
Chevrolet,Silverado,2014,Saudi,Red,Semi Full,5.3,Gas,Automatic,213000,Dammam,70000.0,False
Mercedes,C,2016,Other,White,Full,2.0,Gas,Automatic,99000,Dammam,129000.0,False
Kia,Rio,2020,Saudi,White,Full,1.4,Gas,Automatic,300,Dammam,57000.0,False
Daihatsu,Terios Ground,2015,Saudi,Red,Full,1.5,Gas,Automatic,98000,Dammam,35000.0,False
Toyota,Camry,2012,Saudi,White,Standard,2.5,Gas,Automatic,20000,Tabouk,35750.0,True
Hyundai,Sonata,2017,Saudi,White,Full,2.5,Gas,Automatic,154,Al-Ahsa,49000.0,False
Mercedes,A,2020,Gulf Arabic,White,Standard,2.0,Gas,Automatic,12500,Riyadh,150000.0,False
Lexus,RX,2015,Saudi,Brown,Full,3.5,Gas,Automatic,73000,Jeddah,110000.0,False
Toyota,Land Cruiser,2015,Saudi,White,Full,4.7,Gas,Automatic,137000,Al-Ahsa,150000.0,False
Ford,Flex,2014,Saudi,White,Standard,3.5,Gas,Automatic,128500,Qassim,49000.0,False
Ford,Victoria,2011,Other,Silver,Full,4.6,Gas,Automatic,129000,Dammam,25000.0,False
Hyundai,H1,2018,Saudi,Silver,Standard,2.4,Gas,Automatic,106327,Riyadh,61500.0,False
Hyundai,H1,2018,Saudi,Silver,Standard,2.4,Gas,Automatic,90706,Riyadh,61500.0,False
Mitsubishi,Pajero,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,153042,Riyadh,61500.0,False
Hyundai,Sonata,2018,Saudi,Grey,Standard,2.4,Gas,Automatic,84655,Riyadh,61500.0,False
Toyota,Land Cruiser Pickup,2020,Gulf Arabic,Silver,Full,9.0,Gas,Manual,30000,Jeddah,147500.0,True
GMC,Yukon,2011,Saudi,Golden,Semi Full,5.3,Gas,Automatic,366,Al-Medina,47000.0,True
Toyota,Fortuner,2013,Saudi,White,Semi Full,2.7,Gas,Automatic,320,Qassim,55000.0,True
Chevrolet,Traverse,2016,Saudi,White,Standard,3.6,Gas,Automatic,56500,Tabouk,65000.0,False
INFINITI,QX,2017,Gulf Arabic,Black,Standard,2.0,Gas,Automatic,54000,Dammam,70000.0,False
GMC,Yukon,2016,Saudi,Black,Full,5.3,Gas,Automatic,48000,Dammam,145000.0,False
Toyota,Land Cruiser,2016,Saudi,White,Full,5.7,Gas,Automatic,1900,Jeddah,255000.0,False
GMC,Sierra,2018,Saudi,Other,Standard,5.3,Gas,Automatic,61000,Dammam,145000.0,False
Lexus,ES,2017,Other,White,Full,3.5,Gas,Automatic,62000,Riyadh,136000.0,False
Ford,Expedition,2018,Other,Other,Full,3.5,Gas,Automatic,103458,Riyadh,186000.0,False
Dodge,Charger,2016,Other,Grey,Full,5.7,Gas,Automatic,123000,Riyadh,109000.0,False
Toyota,Prado,2016,Saudi,Grey,Full,4.0,Gas,Automatic,174000,Al-Medina,120000.0,False
Ford,Taurus,2015,Saudi,Other,Standard,3.5,Gas,Automatic,279000,Abha,69000.0,True
MG,5,2020,Saudi,White,Standard,1.5,Gas,Automatic,41000,Al-Ahsa,46436.0,False
Lexus,IS,2016,Other,White,Full,2.0,Gas,Automatic,96000,Dammam,108000.0,False
Chrysler,C300,2013,Saudi,White,Full,1.0,Gas,Automatic,220,Dammam,42000.0,False
Ford,Explorer,2016,Other,White,Full,3.5,Gas,Automatic,128644,Riyadh,118000.0,False
Dodge,Charger,2017,Other,Grey,Semi Full,5.7,Gas,Automatic,141000,Riyadh,108000.0,False
Chevrolet,Tahoe,2017,Other,Other,Semi Full,6.2,Gas,Automatic,105920,Riyadh,149000.0,False
Mazda,CX3,2019,Gulf Arabic,Navy,Standard,2.0,Gas,Automatic,40301,Riyadh,61500.0,False
Honda,Civic,2017,Saudi,White,Standard,1.6,Gas,Automatic,20258,Riyadh,61500.0,False
Honda,HRV,2021,Saudi,Grey,Standard,1.8,Gas,Automatic,6018,Riyadh,62000.0,False
Hyundai,Sonata,2019,Saudi,Grey,Standard,2.4,Gas,Automatic,113057,Riyadh,62500.0,False
Chrysler,300,2017,Other,White,Semi Full,3.6,Gas,Automatic,108828,Riyadh,94000.0,False
Chevrolet,Camaro,2016,Other,Blue,Full,3.6,Gas,Automatic,118993,Riyadh,107000.0,False
Mercedes,C,2015,Other,White,Full,2.0,Gas,Automatic,51201,Riyadh,119000.0,False
Mercedes,C,2017,Other,Grey,Full,2.0,Gas,Automatic,62000,Riyadh,186000.0,False
Land Rover,Range Rover,2016,Other,White,Full,5.0,Gas,Automatic,101839,Riyadh,220000.0,False
Mercedes,E,2017,Other,Grey,Full,3.4,Gas,Automatic,72000,Riyadh,178000.0,False
Ford,Explorer,2013,Other,White,Full,3.5,Gas,Automatic,111251,Riyadh,74000.0,False
Toyota,Innova,2013,Saudi,Silver,Standard,2.7,Gas,Automatic,286000,Al-Medina,38000.0,False
Toyota,Hilux,2014,Saudi,White,Full,2.7,Gas,Manual,299,Najran,52000.0,True
Ford,Mustang,2018,Other,Navy,Full,2.3,Gas,Automatic,79000,Dammam,122000.0,False
Chevrolet,Tahoe,2016,Other,White,Full,5.3,Gas,Automatic,149000,Dammam,149000.0,False
Dodge,Durango,2011,Saudi,Grey,Full,5.7,Gas,Automatic,199000,Riyadh,40000.0,False
Toyota,Land Cruiser Pickup,2014,Gulf Arabic,Golden,Full,4.0,Gas,Manual,300000,Tabouk,73000.0,True
Chevrolet,Camaro,2018,Other,Black,Full,3.6,Gas,Automatic,118000,Dammam,119000.0,False
Chevrolet,Cruze,2013,Saudi,White,Standard,1.8,Gas,Automatic,120000,Makkah,18000.0,False
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,234000,Jazan,56000.0,False
GMC,Yukon,2014,Saudi,Bronze,Semi Full,5.3,Gas,Automatic,235000,Dammam,72000.0,False
BMW,X,2014,Saudi,Navy,Full,8.0,Gas,Automatic,222000,Riyadh,105000.0,True
Toyota,Rav4,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,162000,Jeddah,60000.0,False
Mercedes,CLA,2020,Other,White,Standard,2.0,Gas,Automatic,10000,Riyadh,195000.0,False
Chrysler,C300,2016,Other,White,Full,3.5,Gas,Automatic,83000,Dammam,86000.0,False
Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Manual,156495,Riyadh,62500.0,False
Toyota,Innova,2017,Saudi,White,Standard,2.7,Gas,Automatic,203312,Riyadh,62500.0,False
Kia,Sportage,2018,Saudi,Red,Standard,2.4,Gas,Automatic,57073,Riyadh,63500.0,False
Nissan,Maxima,2016,Saudi,Blue,Semi Full,3.5,Gas,Automatic,100943,Riyadh,63500.0,False
Hyundai,Accent,2019,Saudi,White,Semi Full,1.4,Gas,Automatic,170000,Najran,39000.0,True
Chrysler,S300,2018,Other,Silver,Full,3.5,Gas,Automatic,105000,Dammam,112000.0,False
Toyota,Land Cruiser,2018,Unknown,White,Full,5.7,Gas,Automatic,59000,Riyadh,275000.0,False
Nissan,Pathfinder,2014,Saudi,Brown,Semi Full,3.5,Gas,Automatic,285500,Jeddah,43500.0,True
Lexus,ES,2021,Saudi,Grey,Semi Full,2.5,Gas,Automatic,3000,Makkah,177000.0,False
Volkswagen,Touareg,2015,Saudi,Brown,Semi Full,4.0,Gas,Automatic,183000,Qassim,69000.0,False
GMC,Yukon,2019,Saudi,Red,Semi Full,5.3,Gas,Automatic,60000,Makkah,175000.0,False
Toyota,Camry,2020,Saudi,Bronze,Full,2.5,Gas,Automatic,1700,Makkah,115000.0,False
Mercedes,C,2019,Gulf Arabic,Black,Full,2.0,Gas,Automatic,15000,Makkah,175000.0,False
Chevrolet,Cruze,2013,Saudi,White,Standard,1.8,Gas,Automatic,120000,Taef,18000.0,False
Mercedes,E,2020,Saudi,Grey,Full,2.0,Gas,Automatic,10000,Makkah,285000.0,False
Lexus,NX,2018,Saudi,White,Standard,2.0,Gas,Automatic,1800,Jeddah,161000.0,False
Toyota,Land Cruiser Pickup,2019,Saudi,Brown,Full,4.0,Gas,Manual,67000,Jeddah,95000.0,False
Toyota,Land Cruiser,2019,Gulf Arabic,White,Full,4.5,Diesel,Automatic,95000,Jeddah,233000.0,False
Lexus,ES,2019,Saudi,White,Full,2.5,Gas,Automatic,16000,Jeddah,191000.0,False
Toyota,Rav4,2017,Saudi,Silver,Full,2.5,Gas,Automatic,174000,Jeddah,77000.0,False
Hyundai,Sonata,2016,Gulf Arabic,Blue,Full,1.5,Gas,Automatic,73000,Tabouk,63000.0,False
Chevrolet,Impala,2015,Other,Silver,Full,3.6,Gas,Automatic,169000,Al-Ahsa,72000.0,False
Renault,Koleos,2017,Saudi,Black,Full,2.5,Gas,Automatic,103503,Riyadh,64000.0,False
Ford,Flex,2013,Saudi,Black,Full,3.5,Gas,Automatic,71927,Riyadh,64000.0,False
Toyota,Hilux,2018,Saudi,White,Semi Full,2.7,Gas,Manual,111362,Riyadh,64500.0,False
Toyota,Camry,2017,Saudi,Blue,Full,2.5,Gas,Automatic,215735,Riyadh,64500.0,False
Mercedes,S,2019,Gulf Arabic,Black,Semi Full,3.5,Gas,Automatic,80000,Riyadh,355000.0,False
Hyundai,Elantra,2016,Saudi,White,Full,2.0,Gas,Automatic,133000,Jubail,42000.0,True
Lexus,LX,2020,Saudi,White,Full,5.7,Gas,Automatic,14000,Jeddah,420000.0,False
Toyota,Land Cruiser,2018,Saudi,White,Full,5.7,Gas,Automatic,126000,Jeddah,260000.0,False
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,101000,Jeddah,260000.0,False
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,38000,Jeddah,248000.0,False
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,52000,Jeddah,248000.0,False
Toyota,Land Cruiser,2020,Saudi,White,Full,4.6,Gas,Automatic,59000,Jeddah,248000.0,False
Toyota,Land Cruiser Pickup,2016,Saudi,Other,Full,4.0,Gas,Manual,26000,Jeddah,115000.0,False
Hyundai,Tucson,2018,Saudi,Grey,Semi Full,2.0,Gas,Automatic,60000,Jeddah,70000.0,False
Hyundai,Sonata,2018,Saudi,Grey,Standard,2.4,Gas,Automatic,125000,Jeddah,57000.0,False
Hyundai,Elantra,2018,Saudi,Grey,Standard,1.6,Gas,Automatic,144000,Jeddah,45000.0,False
Toyota,Camry,2014,Saudi,Red,Semi Full,2.5,Gas,Automatic,117000,Jeddah,43000.0,False
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,83000,Jeddah,37000.0,False
Toyota,Yaris,2018,Saudi,White,Standard,1.5,Gas,Automatic,98000,Jeddah,35000.0,False
Toyota,Yaris,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,68000,Jeddah,35000.0,False
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,96000,Jeddah,34000.0,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,127000,Jeddah,33000.0,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,120000,Jeddah,32000.0,False
Hyundai,Sonata,2019,Saudi,White,Standard,2.4,Gas,Automatic,94000,Riyadh,58500.0,False
Lexus,UX,2020,Gulf Arabic,White,Full,2.0,Gas,Automatic,10000,Dammam,176000.0,False
Mercedes,C,2017,Other,White,Full,2.0,Gas,Automatic,54000,Dammam,153000.0,False
Toyota,Land Cruiser,2019,Saudi,White,Full,5.7,Gas,Automatic,6000,Dammam,298000.0,False
Hyundai,Elantra,2018,Other,White,Standard,1.6,Diesel,Automatic,45000,Riyadh,54000.0,False
Toyota,Camry,2019,Saudi,White,Standard,2.5,Gas,Automatic,124004,Riyadh,65000.0,False
Mazda,CX3,2020,Saudi,Blue,Standard,2.0,Gas,Automatic,14501,Riyadh,66000.0,False
Ford,Taurus,2018,Saudi,Black,Standard,2.0,Gas,Automatic,78508,Riyadh,65000.0,False
Chevrolet,Caprice,2012,Saudi,Grey,Semi Full,6.0,Gas,Automatic,100000,Khobar,52000.0,True
Hyundai,Tucson,2019,Saudi,White,Semi Full,2.0,Gas,Automatic,77000,Al-Ahsa,75000.0,True
Nissan,Patrol,2017,Saudi,Other,Semi Full,4.0,Gas,Automatic,100,Riyadh,128000.0,True
Honda,Accord,2017,Saudi,Navy,Full,3.5,Gas,Automatic,25400,Jeddah,90000.0,False
Lexus,ES,2016,Gulf Arabic,Golden,Semi Full,1.6,Gas,Automatic,12472,Dammam,91200.0,False
Nissan,Sunny,2011,Saudi,White,Standard,1.4,Gas,Automatic,108000,Riyadh,19000.0,False
Chevrolet,Silverado,2019,Saudi,White,Full,5.3,Gas,Automatic,33000,Tabouk,170000.0,False
Toyota,Land Cruiser,2014,Saudi,White,Full,4.6,Gas,Automatic,182000,Al-Jouf,136500.0,True
Ford,Expedition,2016,Gulf Arabic,Black,Full,5.4,Gas,Automatic,100000,Qassim,98000.0,False
Lexus,ES,2016,Other,White,Full,3.5,Gas,Automatic,103000,Jeddah,102000.0,False
Hyundai,Senta fe,2015,Saudi,White,Full,3.3,Gas,Automatic,246000,Khobar,60000.0,False
Toyota,Ciocca,2013,Other,Black,Full,5.7,Gas,Automatic,53000,Riyadh,90000.0,False
Toyota,Land Cruiser Pickup,2015,Gulf Arabic,Other,Semi Full,4.0,Gas,Manual,66000,Tabouk,90000.0,True
Ford,Taurus,2013,Other,Black,Full,3.5,Gas,Automatic,296000,Riyadh,45500.0,True
Toyota,Land Cruiser,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,10000,Jazan,200000.0,False
MG,RX5,2020,Saudi,Silver,Full,2.0,Gas,Automatic,7855,Riyadh,65500.0,False
Jeep,Compass,2019,Saudi,Brown,Semi Full,2.4,Gas,Automatic,43834,Riyadh,66000.0,False
Ford,Edge,2016,Saudi,Black,Standard,3.5,Gas,Automatic,105344,Riyadh,66500.0,False
Hyundai,Azera,2016,Saudi,White,Full,3.0,Gas,Automatic,91747,Riyadh,66500.0,False
Kia,Carnival,2015,Gulf Arabic,Silver,Full,3.3,Gas,Automatic,34200,Al-Ahsa,50000.0,False
Kia,Rio,2019,Saudi,Red,Standard,1.4,Gas,Automatic,17500,Al-Ahsa,37000.0,False
Hyundai,Sonata,2018,Saudi,White,Semi Full,2.4,Gas,Automatic,78000,Riyadh,63000.0,False
Peugeot,Partner,2016,Saudi,White,Standard,1.6,Gas,Manual,114000,Dammam,22000.0,False
Chevrolet,Camaro,2017,Other,Red,Full,2.0,Gas,Automatic,81633,Riyadh,120000.0,False
Chevrolet,Tahoe,2020,Saudi,Black,Semi Full,5.3,Gas,Automatic,67000,Riyadh,176000.0,False
Nissan,Sunny,2018,Saudi,White,Semi Full,1.5,Gas,Automatic,58244,Riyadh,30000.0,False
Audi,A8,2016,Saudi,Bronze,Full,3.0,Gas,Automatic,42000,Dammam,165000.0,False
Ford,Taurus,2016,Other,White,Semi Full,3.5,Gas,Automatic,108000,Dammam,79000.0,False
Toyota,Yaris,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,134000,Jeddah,36000.0,False
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,91000,Riyadh,30000.0,False
Ford,Taurus,2017,Saudi,White,Standard,3.5,Gas,Automatic,80000,Aseer,71000.0,True
Chevrolet,Malibu,2015,Saudi,Red,Full,2.4,Gas,Automatic,175500,Khobar,32000.0,False
Kia,Mohave,2014,Saudi,Grey,Full,3.6,Gas,Automatic,284,Jazan,39000.0,True
Toyota,Prado,2011,Saudi,White,Standard,4.0,Gas,Automatic,263000,Khobar,55000.0,False
Ford,Mustang,2019,Other,Red,Full,2.3,Gas,Automatic,52000,Riyadh,139000.0,False
Ford,Taurus,2016,Other,White,Full,3.5,Gas,Automatic,91815,Riyadh,86000.0,False
Hyundai,Accent,2016,Saudi,White,Standard,1.6,Gas,Automatic,40000,Riyadh,25000.0,True
Mitsubishi,Pajero,2017,Saudi,White,Semi Full,3.5,Gas,Automatic,161709,Riyadh,66500.0,False
Hyundai,Kona,2020,Saudi,White,Standard,2.0,Gas,Automatic,10239,Riyadh,66500.0,False
Mazda,6,2018,Saudi,Red,Standard,2.5,Gas,Automatic,68263,Riyadh,66500.0,False
Toyota,Land Cruiser,2016,Saudi,White,Semi Full,5.7,Gas,Automatic,260,Al-Medina,172500.0,True
Toyota,Hilux,2016,Gulf Arabic,White,Semi Full,1.4,Gas,Manual,261000,Dammam,66000.0,True
Toyota,Ciocca,2013,Saudi,White,Standard,5.7,Gas,Automatic,114000,Al-Medina,89000.0,False
Toyota,Yaris,2016,Saudi,White,Standard,1.4,Gas,Automatic,128000,Dammam,25000.0,False
Kia,Rio,2016,Saudi,White,Standard,1.4,Gas,Automatic,237000,Dammam,21000.0,False
Toyota,Ciocca,2015,Saudi,Silver,Semi Full,5.7,Gas,Automatic,85000,Dammam,125000.0,False
Ford,Expedition,2013,Saudi,Black,Standard,5.4,Gas,Automatic,84000,Dammam,72000.0,False
Kia,Sportage,2016,Other,White,Standard,2.0,Diesel,Automatic,55000,Riyadh,68000.0,False
Cadillac,CT-S,2011,Saudi,Other,Full,3.0,Gas,Automatic,101000,Yanbu,40000.0,False
Mazda,6,2020,Saudi,White,Standard,2.5,Gas,Automatic,78000,Riyadh,76000.0,False
Toyota,Land Cruiser 70,2012,Saudi,Brown,Standard,4.0,Gas,Manual,189,Tabouk,80500.0,True
BMW,X,2020,Gulf Arabic,Grey,Semi Full,2.0,Gas,Automatic,4500,Riyadh,266000.0,True
Toyota,Camry,2017,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,119550,Riyadh,66500.0,False
Toyota,Fortuner,2015,Saudi,Black,Standard,2.7,Gas,Automatic,164277,Riyadh,66500.0,False
Ford,Expedition,2013,Saudi,Grey,Full,5.4,Gas,Manual,225299,Riyadh,66587.0,False
Hyundai,Sonata,2019,Saudi,White,Standard,2.4,Gas,Automatic,49515,Riyadh,68000.0,False
Chevrolet,Suburban,2016,Saudi,Golden,Full,6.2,Gas,Automatic,156000,Dammam,290000.0,False
Ford,Expedition,2013,Other,Grey,Standard,5.4,Gas,Automatic,121000,Riyadh,40000.0,False
Mitsubishi,Pajero,2016,Gulf Arabic,Other,Full,3.8,Gas,Automatic,132000,Aseer,63000.0,False
Chevrolet,Malibu,2013,Saudi,White,Full,3.6,Gas,Automatic,177000,Dammam,30000.0,False
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,102000,Dammam,48000.0,False
Chevrolet,Impala,2018,Saudi,Black,Standard,3.6,Gas,Automatic,52000,Riyadh,75000.0,False
Mercedes,S,2018,Saudi,White,Full,4.5,Gas,Automatic,83000,Jeddah,315000.0,False
Chevrolet,Camaro,2017,Other,Red,Full,6.2,Gas,Automatic,116000,Dammam,129000.0,False
Ford,Taurus,2018,Saudi,Other,Standard,3.5,Gas,Automatic,63000,Jeddah,80000.0,False
Toyota,Ciocca,2016,Saudi,White,Semi Full,5.7,Gas,Automatic,92000,Dammam,108000.0,False
Ford,Taurus,2017,Saudi,Silver,Standard,3.5,Gas,Automatic,132000,Dammam,65000.0,False
Chevrolet,Impala,2014,Saudi,White,Semi Full,3.6,Gas,Automatic,181000,Riyadh,60000.0,False
Ford,Taurus,2015,Saudi,White,Semi Full,2.5,Gas,Automatic,172000,Jeddah,52000.0,False
Mazda,CX9,2015,Saudi,Other,Semi Full,3.7,Gas,Automatic,93000,Jazan,63000.0,True
Toyota,Fortuner,2015,Saudi,White,Standard,2.7,Gas,Automatic,250000,Makkah,55000.0,False
Nissan,Sentra,2018,Gulf Arabic,White,Standard,1.6,Gas,Automatic,97000,Al-Ahsa,39000.0,False
Mercedes,ML,2013,Gulf Arabic,Other,Full,5.5,Gas,Automatic,140000,Riyadh,120000.0,False
GMC,Sierra,2016,Saudi,Silver,Full,5.7,Gas,Automatic,109000,Dammam,100000.0,False
Honda,Accord,2013,Gulf Arabic,White,Standard,2.0,Gas,Automatic,271000,Qassim,55000.0,True
Toyota,FJ,2016,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,240000,Dammam,100000.0,True
Honda,Accord,2014,Saudi,Black,Full,1.4,Gas,Automatic,39720,Jeddah,51000.0,True
Honda,Accord,2016,Gulf Arabic,Grey,Standard,2.4,Gas,Automatic,106214,Riyadh,67500.0,False
Toyota,Rav4,2017,Saudi,Grey,Standard,2.5,Gas,Automatic,235614,Riyadh,67500.0,False
Nissan,Altima,2018,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,48096,Riyadh,68000.0,False
Nissan,Sunny,2014,Saudi,Other,Semi Full,1.5,Gas,Automatic,20051,Riyadh,20000.0,True
Lincoln,MKX,2016,Other,White,Full,3.7,Gas,Automatic,99000,Dammam,100000.0,False
Fiat,500,2019,Saudi,Black,Full,1.4,Gas,Automatic,19000,Dammam,70000.0,False
Chevrolet,Malibu,2013,Saudi,Silver,Full,3.6,Gas,Automatic,165000,Dammam,30000.0,False
Chevrolet,Malibu,2016,Saudi,Silver,Semi Full,2.5,Gas,Automatic,203000,Dammam,32000.0,False
Changan,CS35,2019,Saudi,Grey,Full,1.6,Gas,Automatic,150000,Dammam,40000.0,False
Chevrolet,Camaro,2017,Other,Yellow,Full,3.6,Gas,Automatic,118000,Dammam,113000.0,False
Porsche,Macan,2015,Saudi,Other,Full,3.5,Gas,Automatic,93000,Jeddah,138000.0,False
Mazda,CX9,2015,Saudi,Silver,Full,3.7,Gas,Automatic,260000,Dammam,63000.0,False
Toyota,Camry,2018,Saudi,Silver,Standard,2.5,Gas,Automatic,109000,Qassim,80000.0,False
Toyota,Hilux,2016,Gulf Arabic,White,Semi Full,2.7,Gas,Automatic,93000,Dammam,66000.0,True
Toyota,Land Cruiser,2020,Other,Golden,Full,4.0,Gas,Automatic,20000,Riyadh,250000.0,True
Toyota,Hilux,2016,Saudi,White,Full,1.1,Gas,Manual,42000,Aseer,66000.0,True
Hyundai,Senta fe,2014,Saudi,Black,Full,1.4,Gas,Automatic,265000,Qassim,52000.0,False
Nissan,Patrol,2020,Saudi,Grey,Full,4.0,Gas,Automatic,26000,Riyadh,235000.0,False
Toyota,Corolla,2015,Saudi,Grey,Standard,1.6,Gas,Automatic,209,Makkah,38000.0,True
Volkswagen,Passat,2014,Saudi,Brown,Standard,2.5,Gas,Automatic,88673,Jeddah,50000.0,False
